medicine_name
Bakson's Homeopathy Lithium Benzoicum Dilution 10M
Bjain Bacopa Monnieri Dilution 1000 CH
Dr. Reckeweg Chininum Sulphuricum Trituration Tablet 3X
Dr. Reckeweg Plumbum Met Dilution 200 CH
Dr Willmar Schwabe India Hygrophilla Spinosa Dilution 6 CH
Dr Willmar Schwabe India Alumina Phosphorica Dilution 30 CH
Dr Willmar Schwabe India Insulinum Dilution 1000 CH
Dr. Reckeweg Cascara Sag Mother Tincture Q
Dr Willmar Schwabe India Pertussin Dilution 1000 CH
Bjain Abrotanum Mother Tincture Q
Bjain Agnus Castus Dilution 3X
Bjain Nuphar Lutea Dilution 200C
SBL Acidum Phosphoricum 0/15 LM
SBL Berberis Vulgaris 0/22 LM
Dr. Reckeweg Podophyllum Peltatum Dilution 6 CH
Dr Willmar Schwabe India Glechoma Hederacea Dilution 1000 CH
SBL Baryta Carbonica 0/16 LM
SBL Iodium 0/20 LM
Dr Willmar Schwabe India Cocculus Indicus Dilution 50M CH
Dr Willmar Schwabe India Nasturtium Officinale Dilution 200 CH
Dr. Reckeweg Belladonna Dilution 1000 CH
SBL Viburnum Opulus Dilution 1000 CH
Dr. Reckeweg Baryta Carb Dilution 10M CH
Dr Willmar Schwabe India Granatum Dilution 200 CH
Dr Willmar Schwabe India Piper Methysticum Mother Tincture Q
Dr Willmar Schwabe India Eichhornia Crassipes Dilution 12 CH
SBL Thuja Occidentalis 0/9 LM
Bahola Septin Tablet
Dr Willmar Schwabe India Cenchris Contortrix Dilution 30 CH
Bjain Anacardium Orientale Dilution 12C
Bjain Thuja Occidentalis Dilution 6 CH
Bjain Omeo Arthritis Sugar Free Syrup
Dr Willmar Schwabe India Spartium scoparium Dilution 1000 CH
Dr Willmar Schwabe India Calcarea Arsenicosa Dilution 10M CH
SBL Ocimum Basilicum Dilution 6 CH
SBL Hyoscyamus Niger Mother Tincture Q
Dr. Reckeweg Kreosotum Dilution 30 CH
Dr. Reckeweg Onosmodium Virginianum Dilution 200 CH
SBL Iberis Amara Dilution 200 CH
Dr. Reckeweg Thuja Occi Mother Tincture Q
